title,context,question,answer_text,answer_start
Awan sirus,"Awan sirus adalah awan tinggi dengan ciri-ciri tipis, berserat seperti bulu burung atau gula-gula kapas. Awan sirus sering muncul pertama kali di sepanjang daerah front. Pada awan ini terdapat kristal-kristal es. Terkadang puncak awan sirus bergerak dengan cepat. Arah anginnya juga dapat bervariasi.",Apakah Awan Cirrus?,"awan tinggi dengan ciri-ciri tipis, berserat seperti bulu burung atau gula-gula kapas",18
Teungku Fakinah,"Dalam pertahanan perang itu pada tanggal 8 April 1873 tewaslah Panglima perang besar Rama Setia, Imeum Lam Krak, Tengku Ahmad Anuek Glee suami dari Tengku Fakinah dalam membela Tanah Air. Semenjak Tengku Fakinah telah menjadi janda yang masih remaja. Maka semenjak itulah dia membentuk Badan Amal Sosial untuk menyumbang Darma Baktinya terhadap Tanah Air yang terdiri dari janda-janda dan wanita-wanita lainnya untuk menjadi anggota amal tersebut Badan yang didirikannya itu mendapat dukungan dari kaum Muslimat disekitar Aceh Besar yang kemudian berkembang sampai ke Pidie.",Siapa suami Teungku Fakinah?,Tengku Ahmad Anuek Glee,113
Bolesław I,"jmpl|kiri|190px|alt=Two bearded men, one of them wearing a sword|Patung Bolesław I dan ayahandanya, Mieszko I dari Polandia, oleh Christian Daniel Rauch di dalam Kapel Emas Katedral Poznań Bolesław lahir pada tahun 966 atau 967,[1] putra pertama Mieszko I dari Polandia dan istrinya putri Bohemia, Dobrawa.[2][3] Epitafnya, yang ditulis pada pertengahan abad ke-11, menekankan bahwa Bolesław telah lahir dari seorang ayahanda ""yang kafir"" dan seorang ibunda ""yang beriman"", menunjukkan bahwa ia lahir sebelum pembaptisan ayahandanya.[3][4] Bolesław dibaptis segera setelah kelahirannya.[5] Ia dinamai sama seperti nama kakek maternalnya, Boleslav I dari Bohemia.[6] Tidak banyak yang diketahui tentang masa kecil Bolesław. Epitafnya mencatat bahwa ia menjalani upacara pemotongan rambut tradisional pada usia tujuh tahun dan kotak rambutnya dikirim ke Roma.[5] Tindakan terakhir menunjukkan bahwa Mieszko ingin menempatkan putranya di bawah perlindungan Tahta Suci.[5][7] Sejarahwan Tadeusz Manteuffel mengatakan bahwa Bolesław membutuhkan perlindungan itu karena ayahandanya telah mengirimnya ke istana Otto I, Kaisar Romawi Suci untuk membuktikan kesetiaannya kepada Kaisar.[7] Namun sejarahwan Marek Kazimierz Barański mencatat bahwa Bolesław dikirim sebagai sandera ke istana kekaisaran diperdebatkan.[8]",Siapa nama ibu Bolesław ?,"Bohemia, Dobrawa",289
Władysław I Herman,"Sebagai putra kedua, Władysław tidak ditakdirkan untuk takhta. Namun karena ia melarikan diri dari Polandia kakandanya Bolesław II pada tahun 1079, ia dilantik sebagai Adipati Polandia. Terjadi perbedaan pendapat apabila Władysław memainkan peran aktif di dalam rencana untuk memecat saudaranya atau apakah ia menyerahkan kekuasaan hanya karena ia adalah orang yang paling tepat, yang berada di urutan berikutnya dengan tidak adanya raja dan putranya Mieszko Bolesławowic.",Kapan Władysław I diberi gelar adipati ?,1079,142
Sejarah Korea,"Dengan menyerahnya Jepang pada tahun 1945, PBB membuat rencana administrasi bersama Uni Soviet dan Amerika Serikat, namun rencana tersebut tidak terlaksana. Pada tahun 1948, pemerintahan baru terbentuk, yang demokratik (Korea Selatan) dan komunis (Korea Utara) yang dibagi oleh garis lintang 38 derajat. Ketegangan antara kedua belah pihak mencuat ketika Perang Korea meletus tahun 1950 ketika pihak Korea Utara menyerang Korea Selatan.",kapankah negara Korea utara didirikan?,1948,168
Joseph Wright,"Joseph Wright dilahirkan di Irongate, Derby, anak dari John Wright (1697-1767) seorang pengacara, yang kemudian menjadi pegawai kotapraja dan istrinya, Hannah Brookes (1700-1764); ia adalah anak ketiga dari lima bersaudara. Wright belajar pada sekolah dasar Derby dan belajar sendiri untuk menggambar salinan cetakan. Memutuskan untuk menjadi pelukis, Wright pergi ke London pada tahun 1751 dan selama dua tahun belajar pada pelukis potret yang terkenal, Thomas Hudson, master Joshua Reynolds. Setelah melukis beberapa potret beberapa waktu di Derby, Wright kemudian bekerja menjadi asisten Hudson selama limabelas bulan. Pada 1753 dia kembali dan tinggal di Derby dan mengubah gaya lukisan potretnya dengan melukis subyek dengan kesan kuat chiaroscuro menggunakan cahaya buatan, yang mana namanya dikaitkan erat dengan lukisan pemandangan. Pada 1756 Wright masuk kembali ke studio Hudson untuk 15 bulan, berakibat pada persahabatan panjang dengan sejawatnya John Hamilton Mortimer. Wright juga menghabiskan waktu kerja di Liverpool, dari 1768 sampai 1771, melukis potret. Termasuk beberapa potret warga kelas atas dengan keluarganya.",Dimana Josep Wright  lahir ?,"Irongate, Derby",28
Daftar Gubernur Jambi,"Awalnya pada tanggal 8 Februari 1957 Ketua Dewan Banteng Letkol Ahmad Husein melantik Residen Djamin gr. Datuk Bagindo sebagai acting Gubernur dan H. Hanafi sebagai wakil Acting Gubernur Provinsi Djambi, dengan staff 11 orang yaitu Nuhan, Rd. Hasan Amin, M. Adnan Kasim, H.A. Manap, Salim, Syamsu Bahrun, Kms. H.A.Somad. Rd. Suhur, Manan, Imron Nungcik dan Abd Umar yang dikukuhkan dengan SK No. 009/KD/U/L KPTS. tertanggal 8 Februari 1957 dan sekaligus meresmikan berdirinya Provinsi Jambi di halaman rumah Residen Jambi (kini Gubernuran Jambi).",siapakah Gubernur Jambi yang pertama?,Djamin gr. Datuk Bagindo,94
Daniel M Rosyid,"Menikah sewaktu masih mengerjakan Skripsinya, dan kemudian lulus dari Jurusan Teknik Perkapalan, Fakultas Teknologi Kelautan ITS pada awal tahun 1986 dengan skripsi berjudul “Penerapan Metode Elemen Hingga pada Persoalan Tegangan 2-D di sekitar Plat Berlubang”, Daniel –ditolak secara halus untuk menjadi dosen di almaternya- langsung bekerja sebagai Inspektur Mutu Lambung Baja pada Departemen Pengendalian Mutu, Divisi Kapal Perang, PT. PAL Indonesia. Di sini Daniel ikut terlibat dalam pembangunan kapal-kapal perang jenis FPB 57, FPB 28, dan juga Kapal-kapal tunda kelas 3500 HP. Pengalaman kerjanya di industri kapal ini terbukti merupakan kelebihan Daniel dibanding rekan-rekannya yang tidak memiliki pengalaman industri.","Apakah pekerjaan pertama Prof. Daniel M. Rosyid PhD, M.RINA?","Inspektur Mutu Lambung Baja pada Departemen Pengendalian Mutu, Divisi Kapal Perang",351
Atom,"Atom adalah suatu satuan dasar materi, yang terdiri atas inti atom serta awan elektron bermuatan negatif yang mengelilinginya. Inti atom terdiri atas proton yang bermuatan positif, dan neutron yang bermuatan netral (kecuali pada inti atom Hidrogen-1, yang tidak memiliki neutron). Elektron-elektron pada sebuah atom terikat pada inti atom oleh gaya elektromagnetik. Sekumpulan atom demikian pula dapat berikatan satu sama lainnya, dan membentuk sebuah molekul. Atom yang mengandung jumlah proton dan elektron yang sama bersifat netral, sedangkan yang mengandung jumlah proton dan elektron yang berbeda bersifat positif atau negatif dan disebut sebagai ion. Atom dikelompokkan berdasarkan jumlah proton dan neutron yang terdapat pada inti atom tersebut. Jumlah proton pada atom menentukan unsur kimia atom tersebut, dan jumlah neutron menentukan isotop unsur tersebut.",apakah yang dimaksud dengan atom ?,"satuan dasar materi, yang terdiri atas inti atom serta awan elektron bermuatan negatif yang mengelilinginya",18
Komunisme,"Komunisme (Latin: communis, English: common, universal)[1][2] adalah ideologi yang berkenaan dengan filosofi, politik, sosial, dan ekonomi yang tujuan utamanya terciptanya masyarakat komunis dengan aturan sosial ekonomi berdasarkan kepemilikan bersama alat produksi dan tidak adanya kelas sosial, uang,[3][4] dan negara.[5][6]",Apakah pengertian dari komunisme ?,"ideologi yang berkenaan dengan filosofi, politik, sosial, dan ekonomi yang tujuan utamanya terciptanya masyarakat komunis dengan aturan sosial ekonomi berdasarkan kepemilikan bersama alat produksi dan tidak adanya kelas sosial, uang,[3][4] dan negara",69
Afrika,"Afrika adalah benua terbesar ketiga di dunia setelah Asia dan Amerika (utara dan tengah dan selatan) dan kedua terbanyak penduduknya setelah Asia. Dengan luas wilayah 30.224.050 km² termasuk pulau-pulau yang berdekatan, Afrika meliputi 20,3% dari seluruh total daratan Bumi. Dengan 800 juta penduduk di 54 negara, benua ini merupakan tempat bagi sepertujuh populasi dunia.",Berapa luas benua Afrikan ?,30.224.050 km²,167
Dupa,"Dupa atau hio atau kemenyan adalah sebuah material yang mengeluarkan bau wangi aroma terapi. Dupa mengeluarkan asap ketika dibakar. Banyak upacara keagamaan menggunakan dupa. Dupa juga digunakan untuk pengobatan. Dupa ada dalam berbagai bentuk dan proses, namun, dupa dapat terbagi menjadi ""pembakaran langsung"" dan ""pembakaran tidak langsung"" tergantung bagaimana dupa digunakan. Suatu bentuk tergantung dari budaya, tradisi dan rasa seseorang.",Apa fungsi dupa ?,aroma terapi,79
Won Korea Selatan,"Won Korea Selatan (원) (simbol: ₩; kode: KRW) adalah mata uang resmi negara Korea Selatan. Mata uang ini dikeluarkan penggunaannya oleh Bank of Korea. Satu won dibagi menjadi 100 jeon, subunit moneter. Jeon tidak lagi digunakan untuk transaksi sehari-hari, dan muncul hanya dalam kurs valuta asing. Satu won Korea Selatan (pada 20 Februari 2015) adalah sama dengan 0,125349 won Korea Utara, pada kurs resmi Korea Utara.[2]  ""Won"" adalah kognitif dari yuan Cina dan yen Jepang. Semua nama berasal dari Hanja 圓(원), yang berarti ""bentuk bulat"". Satu won dibagi menjadi 100 jeon (Korean:전;Hanja:錢;RR:jeon;MR:chŏn), yang berarti ""uang"", kata asal Hanja mengacu pada uang logam perunggu dan tembaga lama.",Apa nama mata uang Korea Selatan ?,Won Korea Selatan,0
Jawa,"Jawa memiliki luas sekitar 138.793,6 km2.[23] Sungai yang terpanjang ialah Bengawan Solo, yaitu sepanjang 600 km.[24] Sungai ini bersumber di Jawa bagian tengah, tepatnya di gunung berapi Lawu. Aliran sungai kemudian mengalir ke arah utara dan timur, menuju muaranya di Laut Jawa di dekat kota Surabaya.",Berapakah luas dataran Pulau Jawa?,"138.793,6 km2",27
Daftar Kaisar Romawi Timur,"Daftar ini dimulai dengan Konstantinus I, Kaisar Romawi pertama yang menganut Kristiani, yang mendirikan Konstantinopel, dan yang juga dianggap oleh Kaisar-kaisar Bizantium selanjutnya sebagai tokoh pemimpin. Diokletianus yang merupakan pendahulunya terkadang dianggap Kaisar ""Bizantium"" pertama di dalam akal politik, karena ia menggantikan jebakan-jebakan republika di kantor dengan otokrasi yang mudah, menandai transisi dari Kepangeranan menjadi Dominan yang absolutis, bentuk yang biasanya lebih oriental dan monarki Helenistik yang mencirikan Kekaisaran. Akan tetapi hanya di bawah kekuasaan Konstantinuslah karakteristik utama dari negara Bizantium muncul: sebuah pemerintahan Romawi berpusat di Konstantinopel dan budaya didominasi oleh Timur Yunani, dengan agama Kristen sebagai agama negara.",Siapakah Kaisar Romawi Timur pertama ?,Konstantinus I,26
Dinasti Han,"Liu Bang = pendiri dinasti Han dan kaisar pertama dinasti Han Barat Liu Xiu = seorang anggota kerajaan Liu yang berhasil menggulingkan dinasti Xin, dan mendirikan kembali dinasti Han (atau yang dikenal dengan Han Timur) Wang Mang = pemberontak yang pada akhirnya berhasil menggulingkan pemerintahan dinasti Han Barat, karena menganggap keluarga kerajaan Liu sudah tidak mempunyai kuasa mandat langit lagi. Wang Mang membuat Dinasti Xin. Karena pada masa pemerintahan Wang Mang dianggap tidak berhasil, yang mana pada masa pemerintahannya itu, ia membuat kebijakan yang memberatkan keluarga kerajaan dan rakyatnya. Sehingga, muncullah Pemberontakan Alis Merah. Pemberontakan itu berhasil dikarenakan dibantu juga oleh keluarga kerajaan.",Siapakah pendiri dinasti Han Timur?,Liu Xiu,68
Fransiskus dari Assisi,"Santo Fransiskus dari Assisi atau Asisi (lahir di Assisi, Italia, 5 Juli 1182; meninggal di sana pada 3 Oktober 1226) mendirikan Ordo Fransiskan atau ""Friars Minor"". Dia adalah santo pelindung hewan, pedagang, dan lingkungan. ka|jmpl|Fransiskus Assisi ",dimanakah Santo Fransiskus dilahirkan?,"Assisi, Italia",50
Yerusalem,"Yerusalem (/dʒəˈruːsələm/; Hebrew: יְרוּשָׁלַיִם Yerushaláyim pronounced[jeruˈʃalajim](listen); Arabic: القُدس‎ al-Quds pronounced[ˈaːɫ ˈquːdsˤ](listen))[i] merupakan salah satu kota tertua di dunia, terletak di sebuah dataran tinggi di Pegunungan Yudea antara Laut Tengah dan Laut Mati. Kota ini dianggap suci dalam tiga agama Abrahamik utama—Yudaisme, Kekristenan, dan Islam.",Dimana letak Yerusalem?,dataran tinggi di Pegunungan Yudea antara Laut Tengah dan Laut Mati,219
"Washington, D.C.","Washington, D.C., secara formal bernama Distrik Columbia dan umumnya disebut Washington, ""the District"", atau D.C. saja, adalah ibu kota Amerika Serikat. Pada tanggal 16 Juli 1790, Kongres Amerika Serikat menyetujui pembentukan distrik khusus untuk digunakan sebagai ibu kota nasional permanen sebagaimana yang diizinkan oleh Konstitusi Amerika Serikat. Distrik ini bukan merupakan bagian dari negara bagian AS manapun dan secara langsung diawasi oleh pemerintah federal.",Di manakah letak Howard University?,"Washington, D.C",0
Bapak bangsa Indonesia,"Mohammad Hatta, bapak bangsa yang juga dijuluki Proklamator mendampingi Soekarno. Seorang ideolog, demokrat, pemikir dan ahli ekonomi. Ia mendapatkan gelar sarjana ekonomi dari Handels Hogeschool kemudian menjadi Economische Hogeschool, sekarang menjadi Universitas Erasmus Rotterdam, Belanda. Lahir di Bukittinggi, Sumatera Barat pada 12 Agustus 1902, putra dari pasangan Minangkabau, Muhammad Djamil dan Siti Saleha. Hatta juga dijuluki sebagai ""Bapak Koperasi Indonesia"", dan merupakan pencetus politik luar negeri Indonesia yang bebas aktif yang ditulis dalam bukunya Mendayung di antara Dua Karang. Hatta meninggal dunia di Jakarta pada 14 Maret 1980.",Siapa bapak politik Indonesia?,Mohammad Hatta,0
Nutrisi,"Nutrisi atau gizi adalah substansi organik yang dibutuhkan organisme untuk fungsi normal dari sistem tubuh, pertumbuhan, pemeliharaan kesehatan.",Apa yang dimaksud dengan gizi ?,"substansi organik yang dibutuhkan organisme untuk fungsi normal dari sistem tubuh, pertumbuhan, pemeliharaan kesehatan",25
Desa Penglipuran,"Total area dari desa ini mencapai 112 hektar dengan ketinggian 500-600 meter diatas laut dan berlokasi sekitar 5 kilometer dari kota Bangli atau 45 kilometer dari Kota Denpasar. Desa ini dikelilingi oleh desa adat lainnya, seperti Desa Kayang di utara, Desa Kubu di timur, Desa Gunaksa di selatan dan Desa Cekeng. Temperatur bervariasi dari sejuk sampai dingin (16-29°C) dan curah hujan rata-rata 2000 mm pertahun. Permukaan tanah termasuk rendah dengan ketinggian 1-15 meter.[2]",Berapa luas desa Penglipuran?,112 hektar,34
Telepon,"1871, Antonio Meucci mematenkan penemuannya yang disebut sound Telegraph. Penemuannya ini memungkinkan adanya komunikasi dalam bentuk suara antara dua orang dengan menggunakan perantara kabel. 1875, perusahaan telekomunikasi The Bell mendapatkan hak paten atas penemuan Meucci yang disebut transmitters and Receivers for Electric Telegraphs. Sistem ini menggunakan getaran multiple baja untuk memberikan jeda pada sirkuit. 1876, perusahaan Bell mematenkan Improvement in Telegraphy. Sistem ini memberikan metode untuk mentransmisikan suara secara telegraf.[1] 1877, The Charles Williams Shop merupakan tempat di mana telepon pertama kali dibuat dengan pengawasan Watson, yang selanjutnya menjadi departemen riset dan pengembangan dari perusahaan telekomunikasi tersebut. Alexander Graham Bell terus memantau produktivitas perusahaan tersebut sehingga pada akhir tahun sebanyak tiga ratus telepon dapat digunakan. Perusahaan Bell juga dtelah mematenkan telepon electro-magnetic yang menggunakan magnet permanen, diafragma besi, dan dering panggilan. 1878, papan pengganti secara manual ditemukan sehingga memungkinkan banyak telepon terhubung melalui sebuah saluran pertukaran di bawah kepemimpinan Theodore N. Vail, perusahaan Bell mempunyai 10.000 telepon yang dapat digunakan. 1880, sirkuit metalic pertama dipasang. Sirkuit ini merupakan perbaharuan dari sirkuit one-wire menjadi two-wire. Perbaharuan ini membantu mengurangi gangguan yang seringkali dirasakan dengan penggunaan jalur one-wire. 1891, telepon dengan nomor dial pertama kali digunakan. Telepon akan bekerja secara otomatis menghubungkan penelepon ke operator dengan cara menekan nomor dial berdasarkan instruksi. 1915, telepon dengan sistem wireless pertama kali digunakan. Sistem ini memudahkan pengguna telepon untuk saling berhubungan lintas negara.",kapankah Pesan suara diciptakan pertama kali?,1871,0
Dekoder (televisi),"Dekoder (English: set-top box) adalah alat yang berisikan perangkat dekoder yang berguna untuk mengatur saluran televisi yang akan diterima, kemudian dipilih sesuai kebutuhan, dan juga dekoder akan memeriksa hak akses pengguna atas saluran tersebut, kemudian akan menghasilkan keluaran berupa gambar, suara, dan layanan lainnya.[1] Dilihat dari bagaimana cara kerja dekoder ini yang bekerja satu arah dan juga dapat bekerja tanpa campur tangan manusia, dekoder dapat dikatakan sebagai salah satu perangkat teknologi informasi.",Apa itu perangkat dekoder?,"alat yang berisikan perangkat dekoder yang berguna untuk mengatur saluran televisi yang akan diterima, kemudian dipilih sesuai kebutuhan, dan juga dekoder akan memeriksa hak akses pengguna atas saluran tersebut, kemudian akan menghasilkan keluaran berupa gambar, suara, dan layanan lainnya",38
Sejarah tabel periodik,"Sejarah tabel periodik mencerminkan perkembangan pemahaman sifat-sifat kimia selama lebih dari satu abad. Peristiwa terpenting dalam sejarahnya terjadi pada tahun 1869, ketika tabel dipublikasikan oleh Dmitri Mendeleev,[1] yang mengembangkan tabel berdasarkan pengembangan terdahulu oleh ilmuwan seperti Antoine-Laurent de Lavoisier dan John Newlands, tetapi hanya Mendeleev yang mendapat kredit untuk pengembangannya.",Siapakah yang menemukan tabel periodik?,Dmitri Mendeleev,202
Amelia Dyer,"Setelah kematian ibunya, Amelia tinggal bersama seorang bibi di Bristol untuk beberapa waktu, sebelum mengikuti program magang dengan seorang pembuat korset. Ayahnya meninggal pada tahun 1859, dan kakak sulungnya, Thomas, mewarisi usaha sepatu keluarganya. Pada tahun 1861, saat berusia 24 tahun, Amelia menjadi terasing secara permanen dari setidaknya salah satu saudara laki-lakinya, James, dan pindah ke tempat-tempat penginapan di Trinity Street, Bristol.[2] Di sana, ia menikahi George Thomas. George berusia 59 tahun dan keduanya berbohong mengenai usia mereka masing-masing pada sertifikat pernikahan untuk mengurangi celah usia. George mengurangi 11 tahun dari umur sebenarnya, dan Amelia menambahkan 6 tahun dari usia sebenarnya – banyak sumber kemudian memberitakan bahwa umur ini adalah fakta, menyebabkan banyak kebingungan.",Siapakah suami Amelia Elizabeth Dyer née Hobley?,George Thomas,484
Benda Terbang Aneh,Serpihan-serpihan tersebut dikumpulkan oleh Angkatan Udara Amerika Serikat tanpa meninggalkan bekas. Grady Barnett dan tim arkeologinya menemukan BETA berbentuk cakram yang jatuh beserta empat alien berupa manusia berkepala besar dan berwarna abu-abu. Komandan di pangkalan Angkatan Udara Roswell mengatakan pada wartawan bahwa ada cakram terbang yang ditemukan di tempat itu.,Siapa yang pertama kali menemukan UFO ?,Grady Barnett dan tim arkeologinya,101
Mutasi,"Mutasi adalah perubahan yang terjadi pada bahan genetik baik pada taraf tingkatan gen maupun pada tingkat kromosom. Mutasi pada tingkat gen disebut mutasi titik, sedangkan mutasi pada kromosomal biasanya disebut aberasi. Mutasi pada gen dapat mengarah pada munculnya alel baru dan menjadi dasar munculnya variasi-variasi baru pada spesies. Mutasi terjadi pada frekuensi rendah di alam, biasanya lebih rendah daripada 1:10.000 individu. Mutasi di alam dapat terjadi akibat zat pembangkit mutasi (mutagen, termasuk karsinogen), radiasi surya, radioaktif, sinar ultraviolet, sinar X, serta loncatan energi listrik seperti petir. Individu yang memperlihatkan perubahan sifat (fenotipe) akibat mutasi disebut mutan. Dalam kajian genetik, mutan biasa dibandingkan dengan individu yang tidak mengalami perubahan sifat (individu tipe liar atau ""wild type"").",apakah yang dimaksud dengan mutasi ?,perubahan yang terjadi pada bahan genetik baik pada taraf tingkatan gen maupun pada tingkat kromosom,14
Mikroblog,"Mikroblog adalah suatu bentuk blog yang memungkinkan penggunanya untuk menulis teks pembaharuan singkat yang biasanya kurang dari 200 karakter dan mempublikasikannya, baik untuk dilihat semua orang atau kelompok terbatas yang dipilih oleh pengguna tersebut. Pesan-pesan ini dapat dikirim melalui berbagai cara yaitu melalui SMS (Short Message Service), pesan instan, surat elektronik, digital audio atau web.",Apa yang dimaksud dengan mikroblog ?,"bentuk blog yang memungkinkan penggunanya untuk menulis teks pembaharuan singkat yang biasanya kurang dari 200 karakter dan mempublikasikannya, baik untuk dilihat semua orang atau kelompok terbatas yang dipilih oleh pengguna tersebut",23
Anak Mojokerto,"Anak Mojokerto, juga dikenal sebagai Mojokerto 1 dan Perning 1, adalah fosil bagian atas tengkorak dari remaja manusia purba. Ia ditemukan pada Februari 1936 dekat Mojokerto (Jawa Timur, Indonesia) oleh seorang anggota tim penggalian yang dipimpin oleh Ralph von Koenigswald. Von Koenigswald pertama menanamkan spesimen tersebut Pithecanthropus modjokertensis namun segera mengganti namanya menjadi Homo modjokertensis karena Eugène Dubois–penemu Manusia Jawa, yang kemudian dinamakan Pithecanthropus erectus–tidak setuju bahwa fosil baru tersebut adalah sejenis Pithecanthropus. Bagian atas tengkorak tersebut kini diidentifikasi sebagai milik spesies Homo erectus.",siapakah yang menemukan fosil Anak Mojokerto?,seorang anggota tim penggalian yang dipimpin oleh Ralph von Koenigswald,203
Kekaisaran Mongol,"Kekaisaran Mongolia adalah kekaisaran kedua terbesar dalam sejarah dunia, hanya dikalahkan oleh Imperium Britania, menguasai sekitar 33 juta km² pada puncak kejayaannya, dengan perkiraan penduduk sebanyak di atas 100 juta orang dan menjadi yang paling kuat di antara semua kekaisaran abad pertengahan.",berapakah luas Kekaisaran Mongol?,33 juta km²,133
Daftar karakter Pokémon,"Ash Ketchum (versi Jepang adalah Satoshi, diambil dari nama depan pencipta Pokémon, Satoshi Tajiri) adalah tokoh utama yang selalu muncul dalam setiap seri Pokémon. Ia berasal dari Pallet Town, dan mempunyai impian untuk menjadi Pokémon Master terbaik di dunia. Pokémon kesayangannya yang menjadi icon di setiap serial TV Pokemon adalah Pikachu.",siapakah karakter utama dalam serial Pokémon ?,Ash Ketchum,0
Kucing pasir,"Kucing pasir (Felis margarita), juga dikenal sebagai kucing gundukan pasir, adalah sejenis kucing yang tergolong famili Felidae yang hanya ditemukan terutama di padang pasir sejati, dan memiliki penyaluran yang luas tetapi rupanya terpisah melalui padang pasir Afrika utara dan barat daya dan Asia Tengah. Sejak tahun 2002 ini kucing kecil telah terdaftar sebagai Hampir terancam oleh IUCN karena keprihatinan atas ukuran populasi potensial rendah dan penurunan. Pada tahun 2016, IUCN menurunkan status dari kucing pasir menjadi Risiko Rendah.[2]",Apakah nama ilmiah Kucing pasir?,Felis margarita,14
Gereja Methodist Indonesia,"Di Indonesia, para misionaris Amerika mulai bekerja di Jawa, Kalimantan, dan Sumatera. Pada tahun 1913, setelah datangnya Bishop J. Robinson, konferensi yang pertama pun diselenggarakan di Sumatera Utara. Pada saat itu, Gereja Methodist dikenal sebagai gereja yang unik karena ini adalah satu-satunya gereja Protestan yang anggota-anggotanya terdiri atas suku Batak dan suku Tionghoa Indonesia, sementara gereja-gereja Protestan lainnya saat itu pada umumnya tersegregasi.",Siapa pendiri Gereja Methodist Indonesia?,misionaris Amerika,19
Jabir bin Abdullah,"Pada masa Abdul Malik, Jabir bin Abdullah meriwayatkan kembali pidato pelarangan mut'ah oleh khalifah Umar bin Khattab. Meskipun Jabir di anugrahi umur yang panjang, pada usia 94 tahun dia wafat karena di racun oleh Hajjaj bin Yusuf ats-Tsaqafi dikarenakan dukungan dan kesetiaan Jabir sebagai pengikut setia Ahlul Bait. Dia dikebumikan di kota Madain. Dia meninggal pada tahun 78H (697).",apakah penyebab kematian Jabir bin 'Abdullah bin Haram al-Anshari?,di racun oleh Hajjaj bin Yusuf ats-Tsaqafi,202
Extraordinary Merry Christmas,"""Extraordinary Merry Christmas"" adalah episode kesembilan musim ketiga serial drama musikal dari Amerika Serikat, Glee, dan merupakan episode ke-53 secara keseluruhan. Cerita episode ini ditulis oleh Marti Noxon dan disutradarai oleh Matthew Morrison. Episode ini pertama kali ditayangkan di jaringan TV Fox di Amerika Serikat pada tanggal 13 Desember 2010. Pada episode ini, anggota New Directions membintangi acara televisi khusus hitam-putih bertemakan Natal yang ditampilkan di dalam episode ini sendiri.",Kapan episode Extraordinary Merry Christmas dari serial Glee dirilis ?,13 Desember 2010,340
Dewan Perwakilan Rakyat Republik Indonesia (2009–2014),Dewan Perwakilan Rakyat Republik Indonesia periode 2009–2014 (disingkat DPR RI periode 2009-2014) adalah Dewan Perwakilan Rakyat Republik Indonesia yang diisi oleh anggota hasil pemilihan umum legislatif yang diadakan pada tanggal 9 April 2009. Anggota DPR RI periode 2009-2014 dilantik dan diambil sumpah oleh Ketua Mahkamah Agung Republik Indonesia saat itu Harifin A. Tumpa pada tanggal 1 Oktober 2009. Jumlah anggota DPR RI periode 209-2014 adalah 560 orang.[1],Berapa jumlah anggota DPR periode 2009 - 2014?,560,452
Sunan Giri,"Sunan Giri adalah nama salah seorang Walisongo dan pendiri kerajaan Giri Kedaton, yang berkedudukan di daerah Gresik, Jawa Timur. Sunan Giri membangun Giri Kedaton sebagai pusat penyebaran agama Islam di Jawa, yang pengaruhnya bahkan sampai ke Madura, Lombok, Kalimantan, Sulawesi, dan Maluku. Sunan Giri memiliki beberapa nama panggilan, yaitu Raden Paku, Prabu Satmata, Sultan Abdul Faqih, Raden 'Ainul Yaqin dan Joko Samudro. Ia lahir di Blambangan tahun 1442, dan dimakamkan di desa Giri, Kebomas, Gresik.",kapan Sunan Giri lahir ?,1442,458
Telepon genggam,"Penemu telepon genggam yang pertama adalah Martin Cooper, seorang karyawan Motorola pada tanggal 03 April 1973, walaupun banyak disebut-sebut penemu telepon genggam adalah sebuah tim dari salah satu divisi Motorola (divisi tempat Cooper bekerja) dengan model pertama adalah DynaTAC. Ide yang dicetuskan oleh Cooper adalah sebuah alat komunikasi yang kecil dan mudah dibawa bepergian secara fleksibel.",kapankah telepon genggam pertama ditemukan?,03 April 1973,97
Republik Rakyat Tiongkok,"Republik Rakyat Tiongkok (simplified Chinese:中华人民共和国; traditional Chinese:中華人民共和國; pinyin:Zhōnghuá Rénmín Gònghéguó; Pe̍h-ōe-jī:Tiong-hôa Jîn-bîn Kiōng-hô-kok, disingkat RRT, China atau Tiongkok; literal: Republik Rakyat Tionghoa) adalah sebuah negara yang terletak di Asia Timur yang beribukota di Beijing[1] Negara ini memiliki jumlah penduduk terbanyak di dunia (sekitar 1,35 milyar jiwa) dan luas wilayah 9,69 juta kilometer persegi, menjadikannya negara ke-4 terbesar di dunia.[2] Negara ini didirikan pada tahun 1949 setelah berakhirnya Perang Saudara Tiongkok, dan sejak saat itu dipimpin oleh sebuah partai tunggal, yaitu Partai Komunis Tiongkok (PKT).[3] Sekalipun seringkali dilihat sebagai negara komunis, kebanyakan ekonomi republik ini telah diswastakan sejak tahun 1980-an. Walau bagaimanapun, pemerintah masih mengawasi ekonominya secara politik terutama dengan perusahaan-perusahaan milik pemerintah dan sektor perbankan. Secara politik, ia masih tetap menjadi pemerintahan satu partai.",apakah nama ibukota Tiongkok ?,Beijing,299
Clannad (anime),"Clannad memulai masa tayang di negara asalnya pada Oktober 2007, dan berakhir pada Maret 2008 dengan 23 episode. Season kedua dari Clannad direncanakan akan memiliki judul Clannad After Story, juga dengan 23 episode yang rencananya akan dirilis pada pertengahan tahun 2008.",berapakah jumlah episode Clannad ?,23,101
